seed,weight_factor,floor_mean,floor_std,wt_mech,wt_lin
220,0.3,0.005872213840484619,0.003513030161015439,0.011540618538856507,0.01456412672996521
221,0.425,0.006498932838439941,0.002903807152447542,0.011164590716362,0.013188192248344421
222,0.55,0.011037170886993408,0.0073924441577553615,0.011807414889335632,0.013844949007034302
223,0.675,0.006546294689178467,0.002547322491393968,0.012079751491546631,0.013058832287788391
224,0.8,0.0077228546142578125,0.005108847394663559,0.011720550060272217,0.012976157665252685
225,0.3,0.006604838371276856,0.004576276731193613,0.010458353161811828,0.01345587968826294
226,0.425,0.00885699987411499,0.0030042402487599758,0.011097213625907898,0.014574345946311951
227,0.55,0.007896912097930909,0.0036869193224915273,0.01219315528869629,0.013204050064086915
228,0.675,0.00772632360458374,0.002619765288425685,0.011101329326629638,0.011023357510566711
229,0.8,0.007824385166168213,0.004345802229361609,0.01338096559047699,0.011528733372688293
230,0.3,0.006769013404846191,0.0030673860628680273,0.012601712346076965,0.014944750070571899
231,0.425,0.007594478130340576,0.003951959470134294,0.012300622463226319,0.012478846311569213
232,0.55,0.010401344299316407,0.004261296124866159,0.011827647686004639,0.012842610478401184
233,0.675,0.007471060752868653,0.0034918781903765673,0.011036238074302674,0.01663409173488617
234,0.8,0.008074152469635009,0.0038670898120304322,0.01475834846496582,0.014842528104782104
235,0.3,0.010948252677917481,0.008170727682503064,0.012202292680740356,0.013528615236282349
236,0.425,0.0076786398887634276,0.0037680473936463417,0.011049926280975342,0.011029833555221557
237,0.55,0.007300662994384766,0.0030343832814192376,0.01019207239151001,0.01301540732383728
238,0.675,0.009433960914611817,0.00415110514224353,0.011344137787818908,0.011332651972770691
239,0.8,0.011484146118164062,0.007012836534295102,0.011881685256958008,0.013108694553375244
240,0.3,0.007576894760131836,0.0029388195028533745,0.011393049359321594,0.013078546524047852
241,0.425,0.006990790367126465,0.0022736896342279082,0.012462705373764038,0.01235533058643341
242,0.55,0.00897606611251831,0.006214939566915936,0.013135257363319396,0.013102155923843384
243,0.675,0.010957729816436768,0.004820055541798559,0.013332635164260864,0.011898306012153626
244,0.8,0.00853111743927002,0.004719394933885999,0.011064836382865905,0.012856879830360412
245,0.3,0.00542154312133789,0.0019324637838090434,0.012224206328392028,0.012670272588729858
246,0.425,0.0078100085258483885,0.003011208533077165,0.011759030818939208,0.01080065667629242
247,0.55,0.006772637367248535,0.0027330012457762783,0.011754843592643737,0.011617717146873475
248,0.675,0.009476101398468018,0.004350823127057223,0.012956196069717407,0.012834012508392334
249,0.8,0.0077579736709594725,0.001879458199681497,0.010861667990684509,0.01321839988231659
250,0.3,0.006897151470184326,0.0035642684687917973,0.012610092759132385,0.012699401378631592
251,0.425,0.009766173362731934,0.003171277278056455,0.009887951612472533,0.011355406045913697
252,0.55,0.008197104930877686,0.004203269911766826,0.013342073559761048,0.010591825842857361
253,0.675,0.009145021438598633,0.004974879021933793,0.009856155514717102,0.012104758620262146
254,0.8,0.006664693355560303,0.0016464882325435972,0.013758233189582825,0.012074005603790284
