study,mechanism,param,factor,cells,noise,rep,floor_mean,floor_std,wt_mech,wt_lin,loss_K,loss_n,loss_vmax,wt_distance
calib,gain,n,0.2,2000,1,15,0.007628428936004639,0.004682636676829493,0.013953447341918945,0.032019639015197755,0.039522528648376465,0.010296875238418579,0.04428289830684662,0.056275248527526855
calib,gain,n,0.2,2000,1,16,0.011411917209625245,0.0075478220367897995,0.0123747318983078,0.03430440127849579,0.038212564587593076,0.012202107906341552,0.047643604874610904,0.033722758293151855
calib,gain,n,0.2,2000,1,17,0.010192561149597167,0.006528201223469584,0.010829129815101623,0.030012723803520203,0.029476737976074217,0.019372430443763734,0.04949120581150055,0.06212794780731201
calib,gain,n,0.2,2000,1,18,0.010468292236328124,0.006873294739799534,0.013464212417602539,0.025062558054924012,0.034708964824676516,0.011885666847229004,0.035469812154769895,0.02378857135772705
calib,gain,n,0.2,2000,1,19,0.011717236042022705,0.005568593249270637,0.014577326178550721,0.03574352860450745,0.038690927624702456,0.009865355491638184,0.053774583339691165,0.07137501239776611
calib,gain,n,0.2,2000,1,20,0.007490134239196778,0.002854377313856665,0.01640426516532898,0.03698090314865112,0.03299930393695831,0.01701344847679138,0.057309100031852724,0.0426177978515625
calib,gain,n,0.2,2000,1,21,0.010216164588928222,0.004408366197307135,0.014120784401893616,0.03190670609474182,0.040072816610336306,0.01169561743736267,0.040671509504318235,0.05697035789489746
calib,gain,n,0.2,2000,1,22,0.006298327445983886,0.003131439861137342,0.01462617814540863,0.02940962612628937,0.02836132049560547,0.01609974503517151,0.04334429204463959,0.04158914089202881
calib,gain,n,0.2,2000,1,23,0.008086919784545898,0.003345558882535431,0.012769666314125062,0.03240696489810944,0.03266209661960602,0.014444917440414429,0.040745478868484494,0.05485820770263672
calib,gain,n,0.2,2000,1,24,0.011084496974945068,0.003334746809926228,0.016054245829582214,0.03608693182468414,0.026160863041877747,0.02061724364757538,0.06091818809509277,0.09475433826446533
calib,gain,n,0.2,2000,1,25,0.00912386178970337,0.007714702200573419,0.014134922623634338,0.031501087546348575,0.03498280048370361,0.012667670845985413,0.04654996395111084,0.04843473434448242
calib,gain,n,0.2,2000,1,26,0.007271134853363037,0.0038136055192663936,0.01245501935482025,0.036381015181541444,0.03891817033290863,0.017176303267478942,0.06521835625171661,0.049329400062561035
calib,gain,n,0.2,2000,1,27,0.007621157169342041,0.003032086696257833,0.015067130327224731,0.03175374567508697,0.03458496034145355,0.012517347931861877,0.05670977532863617,0.045960426330566406
calib,gain,n,0.2,2000,1,28,0.01034327745437622,0.007705831902232989,0.01703026294708252,0.030621340870857237,0.0357007771730423,0.01611500084400177,0.052374637126922606,0.05082213878631592
calib,gain,n,0.2,2000,1,29,0.01051405668258667,0.007305732620304817,0.015365722775459289,0.02690225839614868,0.035898783802986146,0.011850729584693909,0.04424925446510315,0.07833433151245117
calib,gain,n,0.2,2000,1,30,0.007247543334960938,0.002741650141007112,0.01386944055557251,0.03200111389160156,0.035444438457489014,0.014523977041244506,0.057666811347007754,0.07071006298065186
calib,gain,n,0.2,2000,1,31,0.010269618034362793,0.00905675329167777,0.01687677502632141,0.036099609732627866,0.039080670475959776,0.013121291995048523,0.07485112249851227,0.04339778423309326
calib,gain,n,0.2,2000,1,32,0.010558235645294189,0.006207717637628428,0.01360149383544922,0.026484170556068422,0.0301494836807251,0.0142499178647995,0.04420224130153656,0.04785275459289551
calib,gain,n,0.2,2000,1,33,0.0080591082572937,0.004707938248727965,0.013275572657585144,0.03161461651325226,0.04200917780399323,0.012351599335670472,0.06332710981369019,0.06226038932800293
calib,gain,n,0.2,2000,1,34,0.008872199058532714,0.005651438965394737,0.02176256775856018,0.03513389825820923,0.03430846333503723,0.012395331263542175,0.04578659236431122,0.061669111251831055
calib,gain,n,0.2,2000,1,35,0.007850897312164307,0.0023132422703138144,0.013225048780441284,0.033988484740257265,0.0306255966424942,0.014680558443069458,0.05200275778770447,0.055870652198791504
calib,gain,n,0.2,2000,1,36,0.008587896823883057,0.0036827022096063817,0.015496668219566346,0.02844727337360382,0.03546140193939209,0.012434890866279602,0.05375808179378509,0.08558821678161621
