study,mechanism,param,factor,cells,noise,rep,floor_mean,floor_std,wt_mech,wt_lin,loss_K,loss_n,loss_vmax,wt_distance
power,threshold,K,1.5,1000,2,2,0.005976533889770508,0.003221253088747954,0.013869646191596984,0.03901730477809906,0.0225466787815094,0.08787240684032441,0.04361969232559204,0.2243516445159912
power,threshold,K,1.5,3000,0,0,0.011667370796203613,0.006717018853394031,0.017090237140655516,0.03003740906715393,0.019740357995033264,0.26178298592567445,0.03439057469367981,0.2614959478378296
power,threshold,K,1.5,3000,0,1,0.008379983901977538,0.0047888254335066065,0.017619219422340394,0.0292388916015625,0.019093456864356994,0.27855906784534457,0.04079810082912445,0.20430266857147217
power,threshold,K,1.5,3000,0,2,0.01178278923034668,0.006197588643038166,0.01624455451965332,0.029255878925323487,0.018994301557540894,0.251340913772583,0.03765445351600647,0.31989586353302
power,threshold,K,1.5,3000,1,0,0.01149371862411499,0.005326332936756176,0.013109365105628967,0.029160678386688232,0.017324995994567872,0.16989706456661224,0.03313826620578766,0.24097800254821777
power,threshold,K,1.5,3000,1,1,0.00904996395111084,0.0055374549011022465,0.017991137504577637,0.030962064862251282,0.019857537746429444,0.1434902548789978,0.03131921291351318,0.27274084091186523
power,threshold,K,1.5,3000,1,2,0.012050890922546386,0.008169697742504515,0.012932249903678894,0.026929405331611634,0.01673171520233154,0.286606627702713,0.033701959252357486,0.2029803991317749
power,threshold,K,1.5,3000,2,0,0.011430144309997559,0.004513856903117084,0.015512913465499878,0.035886481404304504,0.020389384031295775,0.13110511302947997,0.033033314347267154,0.3747882843017578
power,threshold,K,1.5,3000,2,1,0.01294790506362915,0.006779575962327753,0.018040037155151366,0.041072553396224974,0.018811532855033876,0.1309206157922745,0.0374437153339386,0.26405537128448486
power,threshold,K,1.5,3000,2,2,0.009814190864562988,0.0064561555199451216,0.01917693018913269,0.03410553336143494,0.01984691321849823,0.11862509548664094,0.03657232522964478,0.21121513843536377
power,threshold,K,2.0,100,0,0,-1.430511474609375e-07,3.487763127881955e-07,0.02634122669696808,0.03311417698860168,0.04316623210906982,0.5977579355239868,0.05695977509021759,0.6293572187423706
power,threshold,K,2.0,100,0,1,1.5497207641601563e-07,2.614463829929985e-07,0.03539588153362274,0.03790962398052215,0.027372407913208007,0.7111735582351685,0.04936224818229675,0.5632011890411377
power,threshold,K,2.0,100,0,2,-1.5497207641601563e-07,2.823524303991082e-07,0.026866361498832703,0.043959522247314455,0.033051759004592896,0.5544656872749328,0.040089137852191925,0.669925332069397
power,threshold,K,2.0,100,1,0,-4.76837158203125e-08,4.498472753551771e-07,0.023231402039527893,0.03957470059394837,0.027383092045783996,0.5101012319326401,0.038563278317451474,0.594214916229248
power,threshold,K,2.0,100,1,1,1.0728836059570313e-07,5.343183238748305e-07,0.026989415287971497,0.0354902982711792,0.038109153509140015,0.473886775970459,0.043915197253227234,0.6614608764648438
power,threshold,K,2.0,100,1,2,-8.344650268554687e-08,3.578264956427487e-07,0.024049803614616394,0.043175223469734195,0.02812931835651398,0.5472053974866867,0.04287793040275574,0.6298272609710693
power,threshold,K,2.0,100,2,0,-3.5762786865234374e-08,4.096708363876243e-07,0.026119115948677062,0.048574024438858034,0.02641538083553314,0.33602368235588076,0.02949584126472473,0.5453903675079346
power,threshold,K,2.0,100,2,1,-2.1457672119140626e-07,3.1449570556337644e-07,0.03171652257442474,0.03358327150344849,0.04315527081489563,0.36268424689769746,0.05279181301593781,0.7416058778762817
power,threshold,K,2.0,100,2,2,-1.5497207641601563e-07,3.1108828427076074e-07,0.04157799184322357,0.04872469007968903,0.03301281034946442,0.4308921813964844,0.051782479882240294,0.450941801071167
power,threshold,K,2.0,300,0,0,0.0018032550811767577,0.0010015821586420955,0.013952648639678955,0.03115764558315277,0.03028093874454498,0.4821467578411102,0.043977180123329164,0.6844757795333862
power,threshold,K,2.0,300,0,1,0.0011694669723510743,0.0004980273099023726,0.017041999101638793,0.028296080231666566,0.01507427990436554,0.6780129611492157,0.02808953821659088,0.766836404800415
power,threshold,K,2.0,300,0,2,0.001575338840484619,0.0010283175921797767,0.01487039029598236,0.027983808517456056,0.018714487552642822,0.45637582540512084,0.03361951410770416,0.5704753398895264
power,threshold,K,2.0,300,1,0,0.001525735855102539,0.0009112759204043062,0.01229012906551361,0.038257470726966857,0.022659268975257874,0.5111387133598327,0.03486703038215637,0.6350313425064087
power,threshold,K,2.0,300,1,1,0.0014689087867736817,0.0006789846013030509,0.012585312128067017,0.03952983915805817,0.025234204530715943,0.25376210510730746,0.03933490812778473,0.5432687997817993
power,threshold,K,2.0,300,1,2,0.0018079161643981933,0.001094294383474242,0.011938008666038512,0.029219329357147217,0.0158545583486557,0.4839356541633606,0.029433426260948182,0.6215405464172363
power,threshold,K,2.0,300,2,0,0.002196335792541504,0.0009373094119105069,0.01271480917930603,0.03888676166534424,0.02102009952068329,0.3723179936408997,0.03476187586784363,0.6378835439682007
power,threshold,K,2.0,300,2,1,0.0018518209457397462,0.000972153305494523,0.01392250955104828,0.04054147303104401,0.02206021249294281,0.310836985707283,0.03718665838241577,0.4769023656845093
power,threshold,K,2.0,300,2,2,0.0019063591957092286,0.0009147077142012506,0.00976913869380951,0.03358984589576721,0.019873252511024474,0.3183139801025391,0.029884335398674012,0.6763781309127808
power,threshold,K,2.0,1000,0,0,0.006615662574768066,0.0018752042981781082,0.013522976636886596,0.02629845142364502,0.0231172114610672,0.5045698821544647,0.036226394772529605,0.6470142602920532
power,threshold,K,2.0,1000,0,1,0.006923568248748779,0.004530883704888447,0.014587253332138062,0.03193286955356598,0.021217894554138184,0.5729016542434693,0.03649251163005829,0.6803319454193115
power,threshold,K,2.0,1000,0,2,0.00771036148071289,0.004273222547394749,0.01558958888053894,0.032586365938186646,0.02179510295391083,0.48773652613162993,0.03515567779541016,0.6818374395370483
power,threshold,K,2.0,1000,1,0,0.014147412776947022,0.010788094286263558,0.015535113215446473,0.031232467293739317,0.017655417323112488,0.3426305532455444,0.03389653861522675,0.49560534954071045
power,threshold,K,2.0,1000,1,1,0.0057817578315734865,0.003122052390740871,0.01308211088180542,0.02981494665145874,0.019815146923065186,0.4668630748987198,0.03318720161914825,0.6580551862716675
power,threshold,K,2.0,1000,1,2,0.0060278534889221195,0.0028309601674236687,0.01467958688735962,0.02779218852519989,0.017565882205963133,0.5148699432611465,0.02914198040962219,0.6086816787719727
power,threshold,K,2.0,1000,2,0,0.008249521255493164,0.0048963274301989665,0.012615972757339477,0.040098413825035095,0.022997573018074036,0.3032094269990921,0.03443229496479035,0.4712940454483032
power,threshold,K,2.0,1000,2,1,0.009052777290344238,0.004112359805393076,0.014357390999794006,0.04119337797164917,0.02376604974269867,0.34759660363197326,0.03743263185024261,0.6665689945220947
power,threshold,K,2.0,1000,2,2,0.009276354312896728,0.005381726742228557,0.014248412847518922,0.035167619585990906,0.023967304825782777,0.30118138790130616,0.03337361216545105,0.5666631460189819
power,threshold,K,2.0,3000,0,0,0.008825910091400147,0.004052651448660065,0.01889737546443939,0.03267827928066254,0.02238597571849823,0.5328433007001877,0.034627008438110354,0.6730146408081055
power,threshold,K,2.0,3000,0,1,0.009383773803710938,0.005489432052283793,0.018039751052856445,0.031696128845214847,0.021944239735603333,0.4562866747379303,0.035097987949848176,0.5957891941070557
power,threshold,K,2.0,3000,0,2,0.01038374900817871,0.0062581414110565075,0.017503586411476136,0.03269445300102234,0.021469053626060487,0.6362740859389305,0.03567291498184204,0.5378841161727905
power,threshold,K,2.0,3000,1,0,0.011807990074157716,0.006181159647915442,0.01908144950866699,0.03529917299747467,0.019601303339004516,0.470117849111557,0.02962343394756317,0.5513609647750854
power,threshold,K,2.0,3000,1,1,0.015099239349365235,0.008470713388809496,0.011513420939445495,0.035829749703407285,0.01905825436115265,0.4929720848798752,0.03175985515117645,0.6793346405029297
power,threshold,K,2.0,3000,1,2,0.010267257690429688,0.007454204330975019,0.01279541552066803,0.028544992208480835,0.01864032745361328,0.42979290783405305,0.031846585869789126,0.6072204113006592
power,threshold,K,2.0,3000,2,0,0.010906672477722168,0.006313703116248525,0.01867074370384216,0.04222863018512726,0.023937115073204042,0.25218992233276366,0.03293129503726959,0.5358152389526367
power,threshold,K,2.0,3000,2,1,0.00872347354888916,0.0026028926831538615,0.015303626656532288,0.04468490481376648,0.023441019654273986,0.3967469781637192,0.036528924107551576,0.5326939821243286
power,threshold,K,2.0,3000,2,2,0.011074185371398926,0.008140851723420472,0.013977831602096558,0.04009348452091217,0.022005128860473632,0.38632566928863527,0.03576117157936096,0.4747600555419922
power,threshold,K,3.0,100,0,0,-1.3113021850585939e-07,3.7489378913680045e-07,0.027737215161323547,0.038961786031723025,0.04738250821828842,1.0797367468476295,0.044339452683925626,1.1598578691482544
power,threshold,K,3.0,100,0,1,-2.384185791015625e-08,2.759894586274678e-07,0.03145057857036591,0.04736493527889252,0.03256189078092575,0.9421575218439102,0.04992759823799133,1.001884937286377
power,threshold,K,3.0,100,0,2,8.344650268554687e-08,5.224849462702543e-07,0.022832697629928587,0.057457342743873596,0.03955432027578354,0.9383304744958878,0.05036115944385529,0.982795238494873
power,threshold,K,3.0,100,1,0,-2.0265579223632812e-07,2.922451656372848e-07,0.02077378034591675,0.03843580484390259,0.03146056532859802,0.952653455734253,0.04390279650688171,1.0873233079910278
power,threshold,K,3.0,100,1,1,8.344650268554687e-08,4.974042426353709e-07,0.02157156467437744,0.058115363121032715,0.04605837315320969,0.918259947001934,0.054709553718566895,1.0127875804901123
power,threshold,K,3.0,100,1,2,4.76837158203125e-08,3.117727477698808e-07,0.021851149201393128,0.03789153099060059,0.0312702864408493,0.8671264424920082,0.04185777753591537,0.8893625736236572
power,threshold,K,3.0,100,2,0,-3.5762786865234374e-08,2.38716416293392e-07,0.022292521595954896,0.07123033106327056,0.03822879493236542,0.3241770386695862,0.04057793021202087,0.5156937837600708
power,threshold,K,3.0,100,2,1,0.0,3.8072393948248175e-07,0.02604234218597412,0.05777447521686554,0.05577845424413681,1.4220628589391708,0.07494420409202576,1.4263917207717896
power,threshold,K,3.0,100,2,2,1.9073486328125e-07,3.504023183989303e-07,0.031814786791801455,0.05686506628990173,0.053553608059883115,0.5925318717956543,0.07176977097988128,0.960667610168457
power,threshold,K,3.0,300,0,0,0.0021092534065246583,0.0010397511101911808,0.012666118144989014,0.026883313059806825,0.030265913903713228,1.012799398601055,0.04755348414182663,1.1207799911499023
power,threshold,K,3.0,300,0,1,0.001067519187927246,0.0004778899134809659,0.011937543749809265,0.026974251866340636,0.018866437673568725,0.7484621599316597,0.02345196157693863,0.9028170108795166
power,threshold,K,3.0,300,0,2,0.0018406271934509276,0.0011230972081243513,0.01633884906768799,0.019848516583442687,0.027150151133537293,0.7263063371181488,0.03468586802482605,1.1597098112106323
power,threshold,K,3.0,300,1,0,0.0015927433967590332,0.0008303405833660997,0.011339002847671508,0.027439117431640625,0.0282229483127594,0.6298326790332794,0.03696374148130417,0.939508318901062
power,threshold,K,3.0,300,1,1,0.0013845443725585937,0.000673663122876416,0.013172554969787597,0.03180446922779083,0.01907541900873184,0.6307501837611198,0.022990962862968443,0.9095891714096069
power,threshold,K,3.0,300,1,2,0.0016514420509338378,0.0007185901822002348,0.014112564921379089,0.023288238048553466,0.038545762002468106,0.7924054905772209,0.04915755540132523,0.9388995170593262
power,threshold,K,3.0,300,2,0,0.0017722129821777343,0.0006990624219606011,0.011700627207756043,0.0355121910572052,0.02379380464553833,0.7173417434096336,0.03249184787273407,1.0073344707489014
power,threshold,K,3.0,300,2,1,0.0017985463142395019,0.001119480849232729,0.009617802500724793,0.030969998240470885,0.025444188714027406,0.5980266392230987,0.03353303670883179,0.9648764133453369
power,threshold,K,3.0,300,2,2,0.001804947853088379,0.0011805527787935137,0.011758598685264587,0.02859082818031311,0.0245565265417099,0.6768398627638816,0.035869458317756654,0.9813907146453857
power,threshold,K,3.0,1000,0,0,0.006258487701416016,0.004111736279356196,0.012996596097946168,0.033416905999183656,0.025854580104351044,0.9916471108794213,0.03638223856687546,1.0446813106536865
power,threshold,K,3.0,1000,0,1,0.008031356334686279,0.005654495763846817,0.01675405204296112,0.03713569641113281,0.02849397957324982,0.8305452316999435,0.04314432591199875,0.9456436634063721
power,threshold,K,3.0,1000,0,2,0.006414377689361572,0.004420628409250622,0.01716367304325104,0.02602097690105438,0.023597446084022523,0.8898952603340149,0.03465497046709061,1.033053994178772
power,threshold,K,3.0,1000,1,0,0.010935509204864502,0.005992463851731207,0.015346664190292358,0.029902338981628418,0.023381011188030244,0.7802697703242302,0.03266538977622986,0.9047788381576538
power,threshold,K,3.0,1000,1,1,0.007864809036254883,0.004424404434056601,0.014545378088951112,0.026601821184158325,0.025092582404613494,0.6859344854950905,0.03228197395801544,0.8724048137664795
power,threshold,K,3.0,1000,1,2,0.00920947790145874,0.005385896785930912,0.012039688229560853,0.03139267563819885,0.028205475211143492,0.7168172776699067,0.039655262231826784,0.9288164377212524
power,threshold,K,3.0,1000,2,0,0.008133006095886231,0.004498110049943038,0.01510310173034668,0.03863743543624878,0.022617122530937193,0.4124819487333298,0.02735918164253235,0.8824561834335327
power,threshold,K,3.0,1000,2,1,0.011084151268005372,0.006301292357571338,0.016175076365470886,0.04308411180973053,0.027212074398994444,0.6910969942808152,0.03741852939128876,0.9938122034072876
power,threshold,K,3.0,1000,2,2,0.007930850982666016,0.003485053855980623,0.01482292115688324,0.04742434620857239,0.025197815895080567,0.49856088012456895,0.02792383134365082,0.6619802713394165
power,threshold,K,3.0,3000,0,0,0.008730936050415038,0.0033262540645981956,0.016898363828659058,0.027996152639389038,0.02690725475549698,1.0073647812008857,0.03821762949228287,1.085211992263794
power,threshold,K,3.0,3000,0,1,0.008893334865570068,0.003649378389791003,0.015540269017219544,0.03158276677131653,0.02537405341863632,0.8931838691234588,0.0349994108080864,1.0591516494750977
power,threshold,K,3.0,3000,0,2,0.009102022647857666,0.004993782827216114,0.018262901902198793,0.02801002860069275,0.024126289784908293,0.8767323061823845,0.03518581986427307,1.0585103034973145
power,threshold,K,3.0,3000,1,0,0.009110569953918457,0.0060026400345012665,0.014592671394348144,0.030829396843910218,0.025373150408267976,0.9051054924726486,0.03853594064712525,0.9933191537857056
power,threshold,K,3.0,3000,1,1,0.011096882820129394,0.011047428044408739,0.013440671563148498,0.02745118737220764,0.027226167917251586,0.7698627218604088,0.037650462985038755,1.055742621421814
power,threshold,K,3.0,3000,1,2,0.01018824577331543,0.00302694390718921,0.012106266617774964,0.03489566445350647,0.024963097274303438,0.749124900996685,0.03759878724813461,0.9461860656738281
power,threshold,K,3.0,3000,2,0,0.011666345596313476,0.008726357714777613,0.014896979928016663,0.036261388659477235,0.02828846424818039,0.728035432100296,0.040702977776527406,0.9986206293106079
power,threshold,K,3.0,3000,2,1,0.01053236722946167,0.0060119043830606286,0.01785699129104614,0.038656091690063475,0.025644296407699586,0.6840244218707084,0.03852497935295105,0.7812494039535522
power,threshold,K,3.0,3000,2,2,0.01351757049560547,0.007603805449706794,0.015944018959999084,0.04169060289859772,0.026684585213661193,0.695073077082634,0.034813641011714934,0.7080051898956299
power,threshold,K,5.0,100,0,0,3.5762786865234374e-08,2.922451656372848e-07,0.028962069749832155,0.03804865181446075,0.044462266564369204,1.0856113880872726,0.06482436209917068,1.3291724920272827
power,threshold,K,5.0,100,0,1,8.344650268554687e-08,2.873413751886833e-07,0.019878017902374267,0.042895692586898806,0.037322130799293515,0.9148396655917168,0.052887636423110965,1.1027404069900513
power,threshold,K,5.0,100,0,2,1.430511474609375e-07,2.7598945862746773e-07,0.02950858771800995,0.030454888939857483,0.029494670033454896,0.8155905291438103,0.04060516655445099,1.0739703178405762
power,threshold,K,5.0,100,1,0,-9.5367431640625e-08,2.1851423716334536e-07,0.02210845649242401,0.043750870227813723,0.05193515866994858,0.7946866884827614,0.06370038539171219,1.0958775281906128
power,threshold,K,5.0,100,1,1,1.430511474609375e-07,3.0994415283203126e-07,0.02422032654285431,0.02018531858921051,0.04339051097631454,1.2115566819906234,0.05734586715698242,1.4042526483535767
power,threshold,K,5.0,100,1,2,-5.960464477539063e-08,5.175660454295256e-07,0.022730985283851625,0.029248663783073427,0.06326523572206497,0.8778532311320305,0.06107400357723236,1.1002590656280518
power,threshold,K,5.0,100,2,0,-1.6689300537109374e-07,4.2382213675096455e-07,0.024656182527542113,0.033255407214164735,0.07135240584611893,1.0044950664043426,0.09637954533100128,1.5431894063949585
power,threshold,K,5.0,100,2,1,1.1920928955078125e-07,3.6157967777498007e-07,0.028681915998458863,0.05260030925273895,0.03786816000938416,0.7433572813868523,0.04813217371702194,0.9916375875473022
power,threshold,K,5.0,100,2,2,5.960464477539063e-08,2.7314279645418166e-07,0.028918421268463133,0.06103210747241974,0.042344674468040466,0.6750652551651001,0.05276901423931122,1.048980712890625
power,threshold,K,5.0,300,0,0,0.001799333095550537,0.0012710479248232288,0.016044068336486816,0.031347927451133725,0.040799769759178164,1.2252307385206223,0.063324174284935,1.2594947814941406
power,threshold,K,5.0,300,0,1,0.001842832565307617,0.0008348106056982386,0.011001282930374145,0.02360956370830536,0.023142895102500914,0.8678896233439446,0.0391394168138504,1.1347280740737915
power,threshold,K,5.0,300,0,2,0.001092374324798584,0.0005276531933705897,0.013819026947021484,0.037906140089035034,0.0271575465798378,1.2040074467658997,0.04526652842760086,1.235647201538086
power,threshold,K,5.0,300,1,0,0.0013685822486877441,0.0005900503645126679,0.009921568632125854,0.039356210827827455,0.03682748377323151,0.9144772499799728,0.05247478932142258,1.141941785812378
power,threshold,K,5.0,300,1,1,0.0017304301261901855,0.0007367058024623253,0.012602347135543823,0.032178425788879396,0.031986159086227414,0.8914176002144814,0.04676030278205871,1.025947093963623
power,threshold,K,5.0,300,1,2,0.0015210390090942382,0.0004822067872273933,0.014936357736587524,0.022882863879203796,0.036943148076534274,0.9775246545672417,0.0543211579322815,1.3180800676345825
power,threshold,K,5.0,300,2,0,0.0019509315490722657,0.0012416460715210433,0.014060506224632263,0.043664050102233884,0.04441678524017334,0.7497083663940429,0.06254236698150635,1.0122711658477783
power,threshold,K,5.0,300,2,1,0.0015444278717041016,0.0008203482328493366,0.01288803517818451,0.043125519156455995,0.03485835790634155,0.4795568585395813,0.049904274940490725,0.941131591796875
power,threshold,K,5.0,300,2,2,0.0017300248146057129,0.0010520362653789052,0.011649936437606812,0.02663842439651489,0.03209863156080246,0.7022356435656547,0.04717017263174057,1.0670051574707031
power,threshold,K,5.0,1000,0,0,0.01154325008392334,0.01013385867717372,0.016707128286361693,0.029608070850372314,0.03334470242261887,0.9455371826887131,0.04605527520179749,1.1303907632827759
power,threshold,K,5.0,1000,0,1,0.007609653472900391,0.0065281259737857405,0.017685094475746156,0.03473433256149292,0.032609942555427554,1.0732150107622147,0.04898571372032166,1.1308462619781494
power,threshold,K,5.0,1000,0,2,0.007821953296661377,0.0026796257666145172,0.017099928855895997,0.028240400552749633,0.03176040649414062,1.1622008100152015,0.04941741675138474,1.4005746841430664
power,threshold,K,5.0,1000,1,0,0.00954965353012085,0.005022717421727164,0.012694945931434632,0.027707967162132262,0.03203688561916351,1.0121961310505867,0.04448331892490387,1.3351277112960815
power,threshold,K,5.0,1000,1,1,0.012118971347808838,0.01069264989592728,0.014848467707633973,0.03476997911930084,0.03224020302295685,0.6707702144980431,0.04309127926826477,0.9093233346939087
power,threshold,K,5.0,1000,1,2,0.006046295166015625,0.001966551155109113,0.014018085598945618,0.02370448410511017,0.028169505298137665,0.9262813463807106,0.04472815096378326,1.0495859384536743
power,threshold,K,5.0,1000,2,0,0.016198945045471192,0.023450947682172332,0.014979657530784608,0.030235984921455385,0.030431222915649415,0.7765120327472687,0.046204444766044614,1.102424144744873
power,threshold,K,5.0,1000,2,1,0.009648704528808593,0.004128075124020195,0.013528090715408326,0.038007861375808714,0.03381938636302948,0.9570817232131958,0.05139990001916885,1.0711417198181152
power,threshold,K,5.0,1000,2,2,0.009680485725402832,0.006097176133538417,0.019459670782089232,0.040870800614356995,0.026946672797203065,0.5324563533067703,0.03810673952102661,0.8876817226409912
power,threshold,K,5.0,3000,0,0,0.008435308933258057,0.003349179605988681,0.019154688715934752,0.03079514503479004,0.03744533061981201,1.0120162039995193,0.05481102615594864,1.1329025030136108
power,threshold,K,5.0,3000,0,1,0.01341841220855713,0.012802622607292697,0.015501722693443298,0.030539602041244507,0.033630354702472685,1.0385711327195168,0.050445109605789185,1.305169701576233
power,threshold,K,5.0,3000,0,2,0.006429588794708252,0.001821292815265754,0.01966592073440552,0.03134281933307648,0.029214011132717134,1.1423639193177224,0.04624379575252533,1.1908421516418457
power,threshold,K,5.0,3000,1,0,0.01376415491104126,0.01142638080298358,0.015375867486000061,0.03457479476928711,0.033958461880683896,0.9567396223545075,0.04830717295408249,0.9808069467544556
power,threshold,K,5.0,3000,1,1,0.011463594436645509,0.007205669912008929,0.014794272184371949,0.031690087914466855,0.032832057774066926,0.9635301575064659,0.04796729236841202,1.1279915571212769
power,threshold,K,5.0,3000,1,2,0.009206283092498779,0.0029829689670812934,0.01221579611301422,0.03277292549610138,0.03416692614555359,0.8835068270564079,0.050705845654010775,1.4006297588348389
power,threshold,K,5.0,3000,2,0,0.009871900081634521,0.0032982658953648876,0.01685587167739868,0.03890635073184967,0.03270376920700073,0.6100307255983353,0.04425870031118393,1.1120507717132568
power,threshold,K,5.0,3000,2,1,0.010312318801879883,0.005369679355468001,0.020193925499916075,0.04027813971042633,0.03234166949987412,0.8456589430570602,0.05048549175262451,0.7755402326583862
power,threshold,K,5.0,3000,2,2,0.012669980525970459,0.007768245677773205,0.013600361347198487,0.03607114255428314,0.031845034658908845,0.5950569823384285,0.046911689639091494,1.0970581769943237
power,gain,n,0.5,100,0,0,-5.960464477539063e-08,2.883288055049854e-07,0.028154289722442626,0.05241369307041168,0.03322778940200806,0.068504598736763,0.06735087037086487,0.0825951099395752
power,gain,n,0.5,100,0,1,-4.76837158203125e-08,3.5443469875618234e-07,0.02505932152271271,0.03940525352954864,0.05904050469398499,0.030487433075904846,0.043124067783355716,0.044129371643066406
power,gain,n,0.5,100,0,2,8.344650268554687e-08,3.156233381002838e-07,0.02914411425590515,0.03838631212711334,0.024783727526664735,0.0464635968208313,0.04346485733985901,0.03571188449859619
power,gain,n,0.5,100,1,0,3.5762786865234374e-08,2.0682038751718368e-07,0.02047692835330963,0.03226361572742462,0.03478694260120392,0.04415088891983032,0.02160869538784027,0.04226243495941162
power,gain,n,0.5,100,1,1,5.960464477539063e-08,3.8903162174417307e-07,0.022464439272880554,0.04958410263061523,0.03135098814964295,0.02094511091709137,0.041098198294639586,0.05500173568725586
power,gain,n,0.5,100,1,2,7.152557373046875e-08,2.676241912918526e-07,0.019041985273361206,0.025901475548744203,0.027192941308021544,0.020288494229316712,0.03524880409240723,0.015031933784484863
power,gain,n,0.5,100,2,0,-9.5367431640625e-08,3.8738433859996607e-07,0.03090224266052246,0.05198548436164856,0.02827211916446686,0.03045981228351593,0.04222702085971832,0.0508267879486084
power,gain,n,0.5,100,2,1,-1.430511474609375e-07,4.0179013124353214e-07,0.029787245392799377,0.04282221794128418,0.02112649381160736,0.020924079418182372,0.02280295193195343,0.03677332401275635
power,gain,n,0.5,100,2,2,5.960464477539063e-08,4.6246444562127167e-07,0.030345743894577025,0.055976292490959166,0.03899529576301575,0.03152733743190765,0.029086369276046752,0.04191946983337402
power,gain,n,0.5,300,0,0,0.0018027544021606446,0.00107268395182144,0.014433038234710694,0.026668068766593934,0.020088544487953185,0.018342876434326173,0.03552092015743256,0.027050256729125977
power,gain,n,0.5,300,0,1,0.0013405084609985352,0.0011301845057142918,0.014988738298416137,0.026149114966392516,0.015452003479003907,0.03678837120532989,0.03931569457054138,0.05593407154083252
power,gain,n,0.5,300,0,2,0.0014093756675720216,0.00080548881412741,0.013647177815437317,0.038573083281517026,0.025237157940864563,0.024692419171333312,0.05167365074157715,0.03956282138824463
power,gain,n,0.5,300,1,0,0.001433265209197998,0.0015205441864643214,0.015039381384849549,0.02933829724788666,0.01655285954475403,0.011769422888755798,0.011314207315444946,0.0149003267288208
power,gain,n,0.5,300,1,1,0.0018027782440185546,0.001703835687684446,0.009782245755195618,0.023061570525169373,0.014819398522377014,0.008493885397911072,0.01436689794063568,0.023475050926208496
power,gain,n,0.5,300,1,2,0.0016584157943725585,0.0008226700230279965,0.010937926173210145,0.033857449889183044,0.018890100717544555,0.010825234651565551,0.017095512151718138,0.017081379890441895
power,gain,n,0.5,300,2,0,0.0016807198524475097,0.0011265800522608177,0.019716283679008482,0.04573642909526825,0.019695547223091126,0.0075750619173049925,0.02370974123477936,0.02749323844909668
power,gain,n,0.5,300,2,1,0.001975727081298828,0.0007495920246231663,0.013765805959701538,0.024197345972061156,0.014529156684875488,0.010829460620880128,0.01358318030834198,0.011760115623474121
power,gain,n,0.5,300,2,2,0.0017440080642700194,0.0007369779675795806,0.017067927122116088,0.047783687710762024,0.01566111445426941,0.012733250856399536,0.014020341634750366,0.015300631523132324
power,gain,n,0.5,1000,0,0,0.00809406042098999,0.010109766610322372,0.017559421062469483,0.029667508602142335,0.01953754723072052,0.026496502757072448,0.030666136741638185,0.03733634948730469
power,gain,n,0.5,1000,0,1,0.006618928909301758,0.0029938789616927868,0.01941804587841034,0.03426855802536011,0.025204616785049438,0.01934812068939209,0.038858267664909366,0.03022909164428711
power,gain,n,0.5,1000,0,2,0.00786125659942627,0.004351609346045512,0.016396218538284303,0.03865588307380676,0.02976310849189758,0.01572318971157074,0.0314328670501709,0.02254307270050049
power,gain,n,0.5,1000,1,0,0.0066556096076965336,0.0023781485270586047,0.01189214587211609,0.02670820355415344,0.025021204352378847,0.016041299700736998,0.0212603896856308,0.029227018356323242
power,gain,n,0.5,1000,1,1,0.006045615673065186,0.0021525105620364988,0.0161539226770401,0.027496501803398132,0.01644103229045868,0.012183257937431335,0.01716077923774719,0.027146100997924805
power,gain,n,0.5,1000,1,2,0.009798264503479004,0.003970810261863029,0.013662663102149964,0.03424857556819916,0.019844192266464233,0.012472572922706603,0.033044570684432985,0.012436151504516602
power,gain,n,0.5,1000,2,0,0.00937563180923462,0.00558612590921085,0.013519391417503357,0.043011251091957095,0.023155632615089416,0.014930039644241333,0.030083459615707398,0.023810625076293945
power,gain,n,0.5,1000,2,1,0.008510231971740723,0.004589041314558083,0.014328071475028991,0.04252813160419464,0.018154722452163697,0.01671396493911743,0.01917499601840973,0.02480471134185791
power,gain,n,0.5,1000,2,2,0.010283315181732177,0.006014569513465214,0.014712312817573547,0.037922906875610354,0.02006831467151642,0.010364395380020142,0.027788257598876952,0.010136723518371582
power,gain,n,0.5,3000,0,0,0.008464014530181885,0.005323236432567517,0.020473116636276247,0.031302076578140256,0.03525330424308777,0.01463305950164795,0.02703027129173279,0.02430140972137451
power,gain,n,0.5,3000,0,1,0.010343492031097412,0.006352073400216703,0.017803895473480224,0.028848502039909362,0.025714901089668275,0.015343478322029114,0.025575897097587584,0.01603710651397705
power,gain,n,0.5,3000,0,2,0.00981963872909546,0.006315366568947705,0.016164442896842955,0.027770766615867616,0.020036908984184264,0.019022825360298156,0.023051583766937257,0.015014886856079102
power,gain,n,0.5,3000,1,0,0.00931084156036377,0.005367207094311605,0.015515139698982239,0.03322744071483612,0.01836281716823578,0.01864378750324249,0.04031043648719788,0.022289395332336426
power,gain,n,0.5,3000,1,1,0.010139954090118409,0.004194585614439727,0.017537686228752136,0.032237133383750914,0.022132408618927003,0.010203593969345092,0.023455494642257692,0.03442847728729248
power,gain,n,0.5,3000,1,2,0.008807015419006348,0.00492185690861228,0.013570302724838256,0.03032616674900055,0.02070097327232361,0.011713182926177979,0.03018518090248108,0.016029953956604004
